residual	transcriptome_bam	miRNA_quantification
-0.819628923088847	0278634b-4a08-48df-ad10-35da36e56b19.rna_seq.transcriptome.gdc_realn.bam	d4ac96e7-43e8-4f9d-9482-99529bd27e91.mirbase21.mirnas.quantification.txt
0.771509268499914	064ec215-7600-4e5d-be51-e757284f3e54.rna_seq.transcriptome.gdc_realn.bam	b06a5e7b-4177-4ca9-b720-d08ccc5e53c4.mirbase21.mirnas.quantification.txt
0.535441433439463	085e4228-8ed7-44d7-9ab5-8a096434b650.rna_seq.transcriptome.gdc_realn.bam	9ce0e05a-f4b1-4ed0-a1ba-6e73e8e6df5f.mirbase21.mirnas.quantification.txt
1.53196634911603	0ef944a9-2a51-4518-8a4f-4e7226248061.rna_seq.transcriptome.gdc_realn.bam	17589a6b-c00a-4718-859d-9577575e53c1.mirbase21.mirnas.quantification.txt
3.15856330414365	1192c1a7-ec36-4f8e-bfbd-67071eb044af.rna_seq.transcriptome.gdc_realn.bam	584cf851-4e52-4146-abc7-39b277a3a321.mirbase21.mirnas.quantification.txt
1.11509545618707	149505ae-e005-4aee-b144-5d697b52677e.rna_seq.transcriptome.gdc_realn.bam	6b372c3a-e089-42c5-ae16-422fbcb70cbb.mirbase21.mirnas.quantification.txt
-2.4889963157353	17d3d480-5503-419e-92cd-cbc7db9659d2.rna_seq.transcriptome.gdc_realn.bam	56ab63a4-1343-4e13-a05c-4d67b25238ec.mirbase21.mirnas.quantification.txt
3.18977613742419	1a7a23fc-67d0-47d7-a4bf-0acd6ff15836.rna_seq.transcriptome.gdc_realn.bam	d9c149d8-9366-48f9-ad9c-1177c1093499.mirbase21.mirnas.quantification.txt
-0.289728251895671	1ab4a652-7fde-4128-ade4-0a1c56eede64.rna_seq.transcriptome.gdc_realn.bam	46183230-ac41-4b86-88fa-ef627e5cdb59.mirbase21.mirnas.quantification.txt
1.38228330693829	1ac3f1b2-5b83-470c-b1d3-d35d813f3e65.rna_seq.transcriptome.gdc_realn.bam	53784ced-bb20-41a3-a2ca-d63becf5475f.mirbase21.mirnas.quantification.txt
-1.71989850721269	1b192a49-01cb-4459-a7a7-fdebe428f386.rna_seq.transcriptome.gdc_realn.bam	acfd3fa0-7112-4ea3-8f81-0cdf19e81b8c.mirbase21.mirnas.quantification.txt
0.111760620227083	1cbc5c3a-eb0f-4492-9171-5e0a61923c33.rna_seq.transcriptome.gdc_realn.bam	4e4d08ac-3de1-47ab-9904-1bd7dab079c1.mirbase21.mirnas.quantification.txt
1.37081696238148	1e409782-57e3-42ab-8952-678a4cdb6b2f.rna_seq.transcriptome.gdc_realn.bam	c13e5ab1-f543-491a-bc28-73558b0403e5.mirbase21.mirnas.quantification.txt
-1.74879779444798	20ed86b0-2e3d-44ec-88cd-eac5486fe15c.rna_seq.transcriptome.gdc_realn.bam	50e26729-4693-4362-9b4f-b1aac897302b.mirbase21.mirnas.quantification.txt
-0.790803376806709	21196229-e39e-4846-be58-a1055b3ae50e.rna_seq.transcriptome.gdc_realn.bam	21224a41-7f09-4d0b-9e18-ccb63a2b36be.mirbase21.mirnas.quantification.txt
3.52090012410166	212e6f9a-015d-47d4-bb40-ee432504970f.rna_seq.transcriptome.gdc_realn.bam	fffb6ca3-638d-45fa-ad10-8d8b4ecc2575.mirbase21.mirnas.quantification.txt
0.0403227150679523	23b70cde-f829-473b-b253-fd87eef7605f.rna_seq.transcriptome.gdc_realn.bam	af826976-de0b-4b50-b9fe-676e3594216d.mirbase21.mirnas.quantification.txt
0.435731131998897	2595272f-8c61-4020-b1b4-a7ff38dbc5b6.rna_seq.transcriptome.gdc_realn.bam	3d770d70-f7ae-443f-93b8-c01e9abceb3e.mirbase21.mirnas.quantification.txt
-1.4732645558768	2962498a-6b66-4b24-bef2-a409797f9245.rna_seq.transcriptome.gdc_realn.bam	d9479da8-0df0-47e0-83ea-a8a825d94e35.mirbase21.mirnas.quantification.txt
2.76137675832351	2afaf830-457d-42d1-8697-e5c9a2d885a1.rna_seq.transcriptome.gdc_realn.bam	7001cac3-630c-4886-a96a-53a6a4e2ffbf.mirbase21.mirnas.quantification.txt
0.618311574730427	2bcd2fcf-9050-4713-aa6b-6cb1419d7ba6.rna_seq.transcriptome.gdc_realn.bam	6e847c45-a3eb-48f8-b08d-60565cbde582.mirbase21.mirnas.quantification.txt
0.861391610821445	2c10534e-5fb7-49b0-8f57-584cb31f3a08.rna_seq.transcriptome.gdc_realn.bam	abd25bff-bf6a-48f6-92b2-9b015f58a5c0.mirbase21.mirnas.quantification.txt
-0.899879857218137	2cec663c-00c8-48b5-967b-f2a53c0fb409.rna_seq.transcriptome.gdc_realn.bam	37f03a7c-4387-4179-8e35-680e522a549b.mirbase21.mirnas.quantification.txt
-0.804851693799695	2d8478f6-41ac-47f5-ac3c-337af7245f5b.rna_seq.transcriptome.gdc_realn.bam	13455627-8c1a-4851-b91d-ec550068de20.mirbase21.mirnas.quantification.txt
-0.775401772093916	2d85d8b8-a590-4a3a-96f2-3f44b5a77032.rna_seq.transcriptome.gdc_realn.bam	e2e057ea-09e1-4149-92ca-adf8deec5c13.mirbase21.mirnas.quantification.txt
-0.110898039752957	2d8cab40-0dda-4d6d-a9ba-83a82a7e1c15.rna_seq.transcriptome.gdc_realn.bam	ba152b23-014c-4ca5-b498-d90eff050a5c.mirbase21.mirnas.quantification.txt
-0.400841363436638	2da96325-01f7-4e52-8d45-b1a5742775f0.rna_seq.transcriptome.gdc_realn.bam	146570de-d8f4-4858-a6ed-687147ed0ca3.mirbase21.mirnas.quantification.txt
0.122153920991556	2e15a781-21c1-421b-9e92-6d2d414e0d14.rna_seq.transcriptome.gdc_realn.bam	32738124-0213-4ace-931a-c898aae71574.mirbase21.mirnas.quantification.txt
